"Province","District","Market","Commodity","Average Price","Date"
"Southern","NYANZA","Busasamana","Ibihaza","250","04/18/2024"
"Southern","NYANZA","Busasamana","Amakara","10000","04/18/2024"
"Southern","NYANZA","Busasamana","Isombe","600","04/18/2024"
"Southern","NYANZA","Busasamana","Umuceri-Asia","1500","04/18/2024"
"Southern","NYANZA","Busasamana","Umuceri-Tz","2200","04/18/2024"
"Southern","NYANZA","Busasamana","Umuceri Thailand","1650","04/18/2024"
"Southern","NYANZA","Busasamana","Umuceri - Umuhinde","1500","04/18/2024"
"Southern","NYANZA","Busasamana","Umuceri - RW - Kigori","1300","04/18/2024"
"Southern","NYANZA","Busasamana","Avoka","500","04/18/2024"
"Southern","NYANZA","Busasamana","Amashu","300","04/18/2024"
"Southern","NYANZA","Busasamana","Urunyogwe","1700","04/18/2024"
"Southern","NYANZA","Busasamana","Amasaka","650","04/18/2024"
"Southern","NYANZA","Busasamana","Soya","700","04/18/2024"
"Southern","NYANZA","Busasamana","Amatunda","1800","04/18/2024"
"Southern","NYANZA","Busasamana","Ibinyomoro","1500","04/18/2024"
"Southern","NYANZA","Busasamana","Amacunga","800","04/18/2024"
"Southern","NYANZA","Busasamana","Ingano","1000","04/18/2024"
"Southern","NYANZA","Busasamana","igi - irinyaRwanda","250","04/18/2024"
"Southern","NYANZA","Busasamana","Igi- Pondeze","160","04/18/2024"
"Southern","NYANZA","Busasamana","inshyushyu","500","04/18/2024"
"Southern","NYANZA","Busasamana","Amavuta - Amamesa","2000","04/18/2024"
"Southern","NYANZA","Busasamana","Amavuta ubuto","2500","04/18/2024"
"Southern","NYANZA","Busasamana","Ifu-imyumbati","750","04/18/2024"
"Southern","NYANZA","Busasamana","Ifu-ibigori","500","04/18/2024"
"Southern","NYANZA","Busasamana","Ifu - Ibigori - Mugurusu","1000","04/18/2024"
"Southern","NYANZA","Busasamana","Ibishyimbo - Mushingiriro","650","04/18/2024"
"Southern","NYANZA","Busasamana","Ibishyimbo Shyushya","650","04/18/2024"
"Southern","NYANZA","Busasamana","Ibishyimbo Ibinyarwanda","600","04/18/2024"
"Southern","NYANZA","Busasamana","ibirayi - Kirundo","570","04/18/2024"
"Southern","NYANZA","Busasamana","Ibirayi- Kinigi Grade 2","600","04/18/2024"
"Southern","NYANZA","Busasamana","Ibijumba","250","04/18/2024"
"Southern","NYANZA","Busasamana","Imyumbati","400","04/18/2024"
"Southern","NYANZA","Busasamana","Igitoki","400","04/18/2024"
"Southern","NYANZA","Busasamana","Isukari","1800","04/18/2024"
"Southern","NYANZA","Busasamana","Ubuki","5500","04/18/2024"
"Southern","NYANZA","Busasamana","IFI - Tomson","3500","04/18/2024"
"Southern","NYANZA","Busasamana","inyama-inka-imvange","4000","04/18/2024"
"Southern","NYANZA","Busasamana","Inyama-inka- Iroti","5000","04/18/2024"
"Southern","NYANZA","Busasamana","Ifi- Indagara-umunyu","4000","04/18/2024"
"Southern","NYANZA","Busasamana","Tungurusumu","4000","04/18/2024"
"Southern","NYANZA","Busasamana","Ibitunguru-umweru","1700","04/18/2024"
"Southern","NYANZA","Busasamana","ibitunguru-bitukura","1500","04/18/2024"
"Southern","NYANZA","Busasamana","Karoti","700","04/18/2024"
"Southern","NYANZA","Busasamana","Inyanya","1000","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi- Kinigi Grade 1","700","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi- Kinigi Grade 2","650","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Amatunda","2500","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibinyomoro","2000","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","ibitunguru-bitukura","1500","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Karoti","850","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Inyanya","1500","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Inyama-inka- Iroti","6000","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","inyama-inka-imvange","4800","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Inyama - Inkoko - rwanda","6000","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","inyama - inkoko - pondezi","4000","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Igi- Pondeze","160","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","igi - irinyaRwanda","250","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Imyumbati","600","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibijumba","500","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Igitoki","500","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi - Umweru","600","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibigori","600","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ifu - Ibigori - Mugurusu","1000","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ifu - Ibigori - MINIMEX","1000","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ifu - Ibigori - Gashumba","1000","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","inshyushyu","650","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","IFI - Tilapia","4700","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri-Tz","2400","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri - RW - Kigori","1200","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri Pakistani","1500","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri Thailand","1700","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri - Umuhinde","1500","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo Shyushya","800","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo/Mutiki","1000","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo Colta","1100","04/18/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo - Injyamane","1300","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Karoti","900","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Imyumbati","793","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ibirayi- Kinigi Grade 1","700","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ibinyomoro","1800","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Amatunda","2500","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ibijumba","500","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Inyanya","1267","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ibishyimbo Shyushya","1000","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ibishyimbo Colta","1300","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ibishyimbo - Injyamane","1500","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","ibitunguru-bitukura","1500","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ibitunguru-umweru","1800","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Umuceri-Tz","2100","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Umuceri Thailand","1600","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Umuceri - Umuhinde","1400","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Igitoki","600","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","igi - irinyaRwanda","250","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Igi- Pondeze","150","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Inyama-ihene","5833","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Inyama-inka- Iroti","6000","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","inyama-inka-imvange","4867","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Inyama - Inkoko - rwanda","5767","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","inyama - inkoko - pondezi","4000","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ifu-imyumbati","1033","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ifu - Ibigori - Mugurusu","1033","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ifu - Ibigori - Gashumba","1167","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ifi- Indagara-umunyu","3833","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","IFI - Tomson","2900","04/18/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","IFI - Tilapia","4500","04/18/2024"
"Kigali City","GASABO","Batsinda","Imineke","147","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibigori","393","04/18/2024"
"Kigali City","GASABO","Batsinda","Ingano","983","04/18/2024"
"Kigali City","GASABO","Batsinda","Soya","883","04/18/2024"
"Kigali City","GASABO","Batsinda","Amasaka","717","04/18/2024"
"Kigali City","GASABO","Batsinda","Amavuta - Amamesa","2933","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo - Mushingiriro","683","04/18/2024"
"Kigali City","GASABO","Batsinda","Igitoki","443","04/18/2024"
"Kigali City","GASABO","Batsinda","Imyumbati","483","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibijumba","333","04/18/2024"
"Kigali City","GASABO","Batsinda","Ipapayi","967","04/18/2024"
"Kigali City","GASABO","Batsinda","Inanasi","983","04/18/2024"
"Kigali City","GASABO","Batsinda","Amacunga","1183","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibinyomoro","1383","04/18/2024"
"Kigali City","GASABO","Batsinda","Amatunda","1883","04/18/2024"
"Kigali City","GASABO","Batsinda","Puwaro","483","04/18/2024"
"Kigali City","GASABO","Batsinda","ibitunguru-bitukura","1383","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibitunguru-umweru","1983","04/18/2024"
"Kigali City","GASABO","Batsinda","Inyanya","983","04/18/2024"
"Kigali City","GASABO","Batsinda","Imiteja","783","04/18/2024"
"Kigali City","GASABO","Batsinda","Karoti","683","04/18/2024"
"Kigali City","GASABO","Batsinda","IFI - Tomson","2767","04/18/2024"
"Kigali City","GASABO","Batsinda","IFI - Tilapia","3433","04/18/2024"
"Kigali City","GASABO","Batsinda","Ifi - isambaza","7933","04/18/2024"
"Kigali City","GASABO","Batsinda","Ifi- Indagara-umunyu","3467","04/18/2024"
"Kigali City","GASABO","Batsinda","igi - irinyaRwanda","237","04/18/2024"
"Kigali City","GASABO","Batsinda","Igi- Pondeze","147","04/18/2024"
"Kigali City","GASABO","Batsinda","Inyama-ingurube","3433","04/18/2024"
"Kigali City","GASABO","Batsinda","Inyama-inka- Iroti","6933","04/18/2024"
"Kigali City","GASABO","Batsinda","inyama-inka-imvange","4767","04/18/2024"
"Kigali City","GASABO","Batsinda","Inyama - inkoko","3933","04/18/2024"
"Kigali City","GASABO","Batsinda","inshyushyu","543","04/18/2024"
"Kigali City","GASABO","Batsinda","Isukari","1383","04/18/2024"
"Kigali City","GASABO","Batsinda","Amavuta ubuto","1983","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibirayi - Umweru","543","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibirayi- Kinigi Grade 2","593","04/18/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Mugurusu","783","04/18/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - MINIMEX","1083","04/18/2024"
"Kigali City","GASABO","Batsinda","Ifu - Ibigori - Gashumba","1183","04/18/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Umuhinde","1283","04/18/2024"
"Kigali City","GASABO","Batsinda","Umuceri-Tz","1983","04/18/2024"
"Kigali City","GASABO","Batsinda","Umuceri - RW - Kigori","1183","04/18/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Gikonko","1233","04/18/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Tz No 2","1483","04/18/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Luck rice","1283","04/18/2024"
"Kigali City","GASABO","Batsinda","Umuceri - Rw - Nyiraburyohe","1183","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo/Mutiki","983","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Shyushya","683","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Ibinyarwanda","583","04/18/2024"
"Kigali City","GASABO","Batsinda","Ibishyimbo Colta","1083","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Urukwavu","3750","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Inkoko","3100","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Inkoko - Isake","3500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Leti","2000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibiryo amatungo Maize Bran","200","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Beterave","800","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ipapayi","700","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Igitoki","400","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","igi - irinyaRwanda","250","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibijumba","375","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibigori","400","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibiringanya","400","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibihaza","150","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibinyomoro","1500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Tungurusumu","3500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","IFI - Tomson","3500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","IFI - Tilapia","5000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibitonore","1500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibitunguru-umweru","2000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","ibitunguru-bitukura","1500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Isombe","800","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Isukari","1800","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Epinari","800","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Gaz","1750","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Mandarine","2000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Dodo","400","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu - Ibigori - Mugurusu","1200","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu-amasaka","1200","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu-ingano","1400","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu-ibigori","700","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ifu-imyumbati","1000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","","400","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Amacunga","1000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Amakara","18000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Amateke","600","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Amavuta - Amamesa","3000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Amatunda","2500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Amashu","500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Amashaza","3000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Amasaka","1000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","","1200","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","","500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Inyama - Inkoko - rwanda","5500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","inyama-inka-imvange","4500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Inyama-inka- Iroti","5500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ifi- Indagara-umunyu","2500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Inyama-zinka","4500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Inyama-ihene","6000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Inanasi","800","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Indimu","2000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Inyanya","700","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","inshyushyu","350","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ingano","1300","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibishyimbo Ibinyarwanda","700","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Shufureri","500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibishyimbo Colta","1000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibishyimbo Shyushya","800","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Sereli","600","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Soya","800","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibirayi - Tanzania","550","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","ibirayi - Kirundo","600","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibirayi - Kuruseke","600","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibirayi- Kinigi Grade 2","700","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibishyimbo Kiryumukwe","800","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Konkombure","800","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Karoti","500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Imiteja","700","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Imihuhu","1500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Imyembe","2500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Imyumbati","500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Imineke","700","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ubunyobwa","2000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri-Tz","2000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Urusenda","3000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ubuki","6000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri - RW - Kigori","1200","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri - Tz No 2","1600","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Amavuta ubuto","2500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri Thailand","1400","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Ibirayi - Uganda","600","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri - Umuhinde","1500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Umuceri Pakistani","1400","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Igi- Pondeze","180","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","inyama - inkoko - pondezi","5000","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Puwavuro","1500","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Puwaro","600","04/18/2024"
"Eastern","NYAGATARE","Nyagatare","Pome","3000","04/18/2024"
"Kigali City","GASABO","Kimironko","Ifu - Ibigori - Gashumba","1050","04/18/2024"
"Kigali City","GASABO","Kimironko","Ifu - Ibigori - Mugurusu","1000","04/18/2024"
"Kigali City","GASABO","Kimironko","Umuceri Thailand","1767","04/18/2024"
"Kigali City","GASABO","Kimironko","Umuceri Pakistani","1500","04/18/2024"
"Kigali City","GASABO","Kimironko","Umuceri-Asia","1433","04/18/2024"
"Kigali City","GASABO","Kimironko","Umuceri - Rw - Gikonko","1250","04/18/2024"
"Kigali City","GASABO","Kimironko","Umuceri - RW - Kigori","1150","04/18/2024"
"Kigali City","GASABO","Kimironko","Umuceri - Rw - Luck rice","1350","04/18/2024"
"Kigali City","GASABO","Kimironko","igi - irinyaRwanda","250","04/18/2024"
"Kigali City","GASABO","Kimironko","Igi- Pondeze","150","04/18/2024"
"Kigali City","GASABO","Kimironko","Inyama-ihene","5000","04/18/2024"
"Kigali City","GASABO","Kimironko","Inyama-ingurube","3500","04/18/2024"
"Kigali City","GASABO","Kimironko","Inyama - Inkoko - rwanda","5500","04/18/2024"
"Kigali City","GASABO","Kimironko","inyama - inkoko - pondezi","4000","04/18/2024"
"Kigali City","GASABO","Kimironko","Ifi- Indagara-umunyu","4000","04/18/2024"
"Kigali City","GASABO","Kimironko","IFI - Tomson","2900","04/18/2024"
"Kigali City","GASABO","Kimironko","IFI - Tilapia","4400","04/18/2024"
"Kigali City","GASABO","Kimironko","inyama-inka-imvange","4500","04/18/2024"
"Kigali City","GASABO","Kimironko","Inyama-inka- Iroti","6000","04/18/2024"
"Kigali City","GASABO","Kimironko","Mandarine","1400","04/18/2024"
"Kigali City","GASABO","Kimironko","Imyembe","2500","04/18/2024"
"Kigali City","GASABO","Kimironko","Amacunga","1000","04/18/2024"
"Kigali City","GASABO","Kimironko","Ibinyomoro","1700","04/18/2024"
"Kigali City","GASABO","Kimironko","Amatunda","2300","04/18/2024"
"Kigali City","GASABO","Kimironko","Tungurusumu","3667","04/18/2024"
"Kigali City","GASABO","Kimironko","Puwavuro","1233","04/18/2024"
"Kigali City","GASABO","Kimironko","Imiteja","1000","04/18/2024"
"Kigali City","GASABO","Kimironko","Konkombure","1200","04/18/2024"
"Kigali City","GASABO","Kimironko","Ibitunguru-umweru","2000","04/18/2024"
"Kigali City","GASABO","Kimironko","ibitunguru-bitukura","1500","04/18/2024"
"Kigali City","GASABO","Kimironko","Inyanya","1200","04/18/2024"
"Kigali City","GASABO","Kimironko","Karoti","800","04/18/2024"
"Kigali City","GASABO","Kimironko","Ibijumba","500","04/18/2024"
"Kigali City","GASABO","Kimironko","Igitoki","500","04/18/2024"
"Kigali City","GASABO","Kimironko","Ibirayi- Kinigi Grade 2","620","04/18/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo/Mutiki","1000","04/18/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo - Injyamane","1300","04/18/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo Colta","1200","04/18/2024"
"Kigali City","GASABO","Kimironko","Ibishyimbo Shyushya","800","04/18/2024"
"Kigali City","GASABO","Kimironko","Ingano","1150","04/18/2024"
"Kigali City","GASABO","Kimironko","Soya","1000","04/18/2024"
"Kigali City","GASABO","Kimironko","Ibigori","500","04/18/2024"
"Kigali City","GASABO","Mulindi","Umuceri - Tz No 2","2000","04/18/2024"
"Kigali City","GASABO","Mulindi","Ifu - Ibigori - IRABONEYE","800","04/18/2024"
"Kigali City","GASABO","Mulindi","Ifu - Ibigori - MINIMEX","800","04/18/2024"
"Kigali City","GASABO","Mulindi","Umuceri Pakistani","1500","04/18/2024"
"Kigali City","GASABO","Mulindi","Umuceri Thailand","1500","04/18/2024"
"Kigali City","GASABO","Mulindi","inyama - inkoko - pondezi","4500","04/18/2024"
"Kigali City","GASABO","Mulindi","Karoti","800","04/18/2024"
"Kigali City","GASABO","Mulindi","Inyanya","1000","04/18/2024"
"Kigali City","GASABO","Mulindi","inyama-inka-imvange","4700","04/18/2024"
"Kigali City","GASABO","Mulindi","Ingano","1200","04/18/2024"
"Kigali City","GASABO","Mulindi","Imyumbati","500","04/18/2024"
"Kigali City","GASABO","Mulindi","Igitoki","450","04/18/2024"
"Kigali City","GASABO","Mulindi","Igi- Pondeze","200","04/18/2024"
"Kigali City","GASABO","Mulindi","igi - irinyaRwanda","250","04/18/2024"
"Kigali City","GASABO","Mulindi","Ifu - Ibigori - Mugurusu","1200","04/18/2024"
"Kigali City","GASABO","Mulindi","IFI - Tilapia","4500","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibitunguru-umweru","1700","04/18/2024"
"Kigali City","GASABO","Mulindi","ibitunguru-bitukura","1400","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo/Mutiki","900","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Shyushya","600","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Kiryumukwe","800","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Ibinyarwanda","600","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo Colta","1200","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibishyimbo - Mushingiriro","650","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibirayi- Kinigi Grade 2","650","04/18/2024"
"Kigali City","GASABO","Mulindi","ibirayi - Kirundo","600","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibinyomoro","1500","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibijumba","350","04/18/2024"
"Kigali City","GASABO","Mulindi","Ibigori","300","04/18/2024"
"Kigali City","GASABO","Mulindi","Amatunda","2000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo Ibinyarwanda","600","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Igitoki","400","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Tungurusumu","3500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Amasaka","600","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifi- Indagara-umunyu","2500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ubuki","5000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifu-imyumbati","900","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Karoti","700","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyama-ihene","6000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyama-inka- Iroti","5500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","inyama-inka-imvange","4200","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyama - Inkoko - rwanda","6000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","inyama - inkoko - pondezi","4000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","IFI - Tilapia","4500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","inshyushyu","500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","igi - irinyaRwanda","250","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Igi- Pondeze","150","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifi - isambaza","10000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ditane","4500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","ibitunguru-bitukura","1300","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Amashu","200","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Imineke","1200","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Inanasi","600","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ipapayi","1000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Pome","500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Amacunga","900","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Imyembe","2000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Amatunda","2000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibinyomoro","1500","04/18/2024"
