"Province","District","Market","Commodity","Average Price","Date"
"Kigali City","GASABO","Mulindi","Amatunda","2500","04/02/2024"
"Eastern","NYAGATARE","Matimba","Indimu","1500","04/02/2024"
"Eastern","NYAGATARE","Matimba","Beterave","400","04/02/2024"
"Eastern","NYAGATARE","Matimba","Amatunda","1800","04/02/2024"
"Eastern","NYAGATARE","Matimba","Isombe","700","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ibiringanya","600","04/02/2024"
"Eastern","NYAGATARE","Matimba","","700","04/02/2024"
"Eastern","NYAGATARE","Matimba","ibitunguru-bitukura","1300","04/02/2024"
"Eastern","NYAGATARE","Matimba","Amashu","350","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ifi- Indagara-umunyu","3500","04/02/2024"
"Eastern","NYAGATARE","Matimba","Tungurusumu","2000","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ibihaza","600","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ibijumba","300","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ibirayi - Kuruseke","600","04/02/2024"
"Eastern","NYAGATARE","Matimba","Amateke","350","04/02/2024"
"Eastern","NYAGATARE","Matimba","Inyama-inka- Iroti","4000","04/02/2024"
"Eastern","NYAGATARE","Matimba","Umuceri - Tz No 2","1300","04/02/2024"
"Eastern","NYAGATARE","Matimba","Puwavuro","700","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ifu-amasaka","1000","04/02/2024"
"Eastern","NYAGATARE","Matimba","Amacunga","800","04/02/2024"
"Eastern","NYAGATARE","Matimba","Karoti","600","04/02/2024"
"Eastern","NYAGATARE","Matimba","Urusenda","1500","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ibishyimbo Kiryumukwe","600","04/02/2024"
"Eastern","NYAGATARE","Matimba","Soya","600","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ingano","1200","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ifu-ingano","1300","04/02/2024"
"Eastern","NYAGATARE","Matimba","Umuceri - RW - Kigori","1300","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ifu-ibigori","600","04/02/2024"
"Eastern","NYAGATARE","Matimba","Inyanya","600","04/02/2024"
"Eastern","NYAGATARE","Matimba","inyama-inka-imvange","3500","04/02/2024"
"Eastern","NYAGATARE","Matimba","Umuceri Pakistani","1500","04/02/2024"
"Eastern","NYAGATARE","Matimba","Amavuta - Amamesa","3000","04/02/2024"
"Eastern","NYAGATARE","Matimba","Inyama-ihene","5000","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ibishyimbo Shyushya","700","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ifu - Ibigori - IRABONEYE","1000","04/02/2024"
"Eastern","NYAGATARE","Matimba","Dodo","100","04/02/2024"
"Eastern","NYAGATARE","Matimba","Amavuta ubuto","2000","04/02/2024"
"Eastern","NYAGATARE","Matimba","Amasaka","600","04/02/2024"
"Eastern","NYAGATARE","Matimba","Imineke","50","04/02/2024"
"Eastern","NYAGATARE","Matimba","inshyushyu","350","04/02/2024"
"Eastern","NYAGATARE","Matimba","Ubunyobwa","2000","04/02/2024"
"Eastern","NYAGATARE","Matimba","Igitoki","300","04/02/2024"
"Eastern","NYAGATARE","Matimba","Isukari","1800","04/02/2024"
"Eastern","NYAGATARE","Matimba","igi - irinyaRwanda","200","04/02/2024"
"Eastern","NYAGATARE","Matimba","Igi","200","04/02/2024"
"Eastern","NYAGATARE","Matimba","Igi- Pondeze","2000","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Imiteja","767","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Karoti","767","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyanya","967","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Mandarine","1500","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amacunga","800","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Indimu","1000","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibinyomoro","1733","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Amatunda","2500","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Isukari","1567","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","ibitunguru-bitukura","1167","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","igi - irinyaRwanda","250","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Igi- Pondeze","157","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","IFI - Tomson","2500","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","IFI - Tilapia","4467","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Igitoki","500","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Imyumbati","600","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibijumba","533","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibigori","383","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ingano","1000","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Soya","867","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-ingurube","3400","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-ihene","6000","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama - Inkoko - rwanda","6000","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","inyama - inkoko - pondezi","4100","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","inyama-inka-imvange","4467","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Inyama-inka- Iroti","5500","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Rw - Gikonko","1250","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - RW - Kigori","1100","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Rw - Luck rice","1350","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri-Tz","1800","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri-Asia","1367","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri - Umuhinde","1367","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri Thailand","1667","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Umuceri Pakistani","1533","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - Gashumba","1275","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - Mugurusu","967","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ifu - Ibigori - MINIMEX","1100","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo - Injyamane","1200","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Colta","1000","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo/Mutiki","1000","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Ibinyarwanda","700","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo - Mushingiriro","633","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibishyimbo Shyushya","683","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","ibirayi - Kirundo","557","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi - Umweru","557","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi","590","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi Grade 1","683","04/02/2024"
"Kigali City","NYARUGENGE","Nyabugogo","Ibirayi- Kinigi Grade 2","630","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi - Umweru","600","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","inshyushyu","650","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","IFI - Tilapia","4700","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Karoti","900","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Inyanya","1500","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Amatunda","2500","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibinyomoro","2000","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Inyama - Inkoko - rwanda","6000","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Inyama-inka- Iroti","6000","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","inyama-inka-imvange","4500","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","inyama - inkoko - pondezi","3800","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","igi - irinyaRwanda","250","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Igi- Pondeze","160","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Imyumbati","600","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibijumba","500","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Igitoki","500","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi- Kinigi Grade 1","700","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibirayi- Kinigi Grade 2","650","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibigori","500","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ifu - Ibigori - Mugurusu","1000","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ifu - Ibigori - MINIMEX","1000","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ifu - Ibigori - Gashumba","1000","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri - RW - Kigori","1200","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri Pakistani","1500","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri Thailand","1600","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Umuceri - Umuhinde","1500","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo Ibinyarwanda","750","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo/Mutiki","1000","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo Shyushya","800","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo Colta","1100","04/02/2024"
"Kigali City","KICUKIRO","Ziniya","Ibishyimbo - Injyamane","1300","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama-ihene","5500","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama-ingurube","3500","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama-inka- Iroti","5000","04/02/2024"
"Western","RUSIZI","Kamembe","inyama-inka-imvange","4500","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama - Inkoko - rwanda","5000","04/02/2024"
"Western","RUSIZI","Kamembe","inyama - inkoko - pondezi","4000","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama - Urukwavu","3500","04/02/2024"
"Western","RUSIZI","Kamembe","Ubunyobwa","1800","04/02/2024"
"Western","RUSIZI","Kamembe","igi - irinyaRwanda","250","04/02/2024"
"Western","RUSIZI","Kamembe","Igi- Pondeze","150","04/02/2024"
"Western","RUSIZI","Kamembe","inshyushyu","500","04/02/2024"
"Western","RUSIZI","Kamembe","Amatunda","1500","04/02/2024"
"Western","RUSIZI","Kamembe","Ibinyomoro","1400","04/02/2024"
"Western","RUSIZI","Kamembe","Amacunga","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Imyembe","2000","04/02/2024"
"Western","RUSIZI","Kamembe","Inanasi","300","04/02/2024"
"Western","RUSIZI","Kamembe","Ifi - isambaza","5000","04/02/2024"
"Western","RUSIZI","Kamembe","Ifi- Indagara-umunyu","2200","04/02/2024"
"Western","RUSIZI","Kamembe","IFI - Tomson","3500","04/02/2024"
"Western","RUSIZI","Kamembe","IFI - Tilapia","4200","04/02/2024"
"Western","RUSIZI","Kamembe","Inyanya","1400","04/02/2024"
"Western","RUSIZI","Kamembe","Tungurusumu","3700","04/02/2024"
"Western","RUSIZI","Kamembe","ibitunguru-bitukura","1400","04/02/2024"
"Western","RUSIZI","Kamembe","Ibitunguru-umweru","1500","04/02/2024"
"Western","RUSIZI","Kamembe","Amashu","200","04/02/2024"
"Western","RUSIZI","Kamembe","Karoti","700","04/02/2024"
"Western","RUSIZI","Kamembe","Beterave","1000","04/02/2024"
"Western","RUSIZI","Kamembe","Dodo","400","04/02/2024"
"Western","RUSIZI","Kamembe","Puwaro","1300","04/02/2024"
"Western","RUSIZI","Kamembe","Puwavuro","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Igitoki","400","04/02/2024"
"Western","RUSIZI","Kamembe","Ibijumba","400","04/02/2024"
"Western","RUSIZI","Kamembe","Soya","900","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu-ingano","1300","04/02/2024"
"Western","RUSIZI","Kamembe","Ingano","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu-imyumbati","700","04/02/2024"
"Western","RUSIZI","Kamembe","Amateke","700","04/02/2024"
"Western","RUSIZI","Kamembe","Imyumbati","600","04/02/2024"
"Western","RUSIZI","Kamembe","Imiteja","600","04/02/2024"
"Western","RUSIZI","Kamembe","Urusenda","2000","04/02/2024"
"Western","RUSIZI","Kamembe","Amashaza","2500","04/02/2024"
"Western","RUSIZI","Kamembe","Urunyogwe","2000","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu-amasaka","700","04/02/2024"
"Western","RUSIZI","Kamembe","Amasaka","600","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu - Ibigori - Mugurusu","900","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu - Ibigori - IRABONEYE","800","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu - Ibigori - Gashumba","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Ibigori","450","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Layer Starter Mash","550","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Pre-Layer mash","700","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Layer Grow Mash","520","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Maize Bran","200","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Pig finisher feed","460","04/02/2024"
"Western","RUSIZI","Kamembe","Ibirayi- Kinigi Grade 2","650","04/02/2024"
"Western","RUSIZI","Kamembe","Ibirayi - Umweru","600","04/02/2024"
"Western","RUSIZI","Kamembe","Ibirayi - Kuruseke","600","04/02/2024"
"Western","RUSIZI","Kamembe","ibirayi - Kirundo","600","04/02/2024"
"Western","RUSIZI","Kamembe","Ibishyimbo Kiryumukwe","700","04/02/2024"
"Western","RUSIZI","Kamembe","Ibishyimbo Ibinyarwanda","500","04/02/2024"
"Western","RUSIZI","Kamembe","Ibishyimbo - Mushingiriro","600","04/02/2024"
"Western","RUSIZI","Kamembe","Ibishyimbo Shyushya","600","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri-RW","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri-Tz","1700","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri - Tz No 2","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri - RW - Kigori","1000","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri - Rw - Luck rice","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Amavuta ubuto","2100","04/02/2024"
"Western","RUSIZI","Kamembe","Isukari","1800","04/02/2024"
"Western","RUSIZI","Kamembe","Isombe","400","04/02/2024"
"Eastern","BUGESERA","Ruhuha","Ifu-imyumbati","840","04/02/2024"
"Eastern","BUGESERA","Ruhuha","Ifu-amasaka","660","04/02/2024"
"Eastern","BUGESERA","Ruhuha","Ifu-ibigori","500","04/02/2024"
"Western","RUTSIRO","Nkora","Ibijumba","300","04/02/2024"
"Western","RUTSIRO","Nkora","Umuceri - RW - Kigori","1200","04/02/2024"
"Western","RUTSIRO","Nkora","Ifu - Ibigori - MINIMEX","1100","04/02/2024"
"Western","RUTSIRO","Nkora","Ubunyobwa","1600","04/02/2024"
"Western","RUTSIRO","Nkora","Amasaka","600","04/02/2024"
"Western","RUTSIRO","Nkora","Ingano","1200","04/02/2024"
"Western","RUTSIRO","Nkora","Ifu-imyumbati","400","04/02/2024"
"Western","RUTSIRO","Nkora","Ifi - isambaza","2500","04/02/2024"
"Western","RUTSIRO","Nkora","Igitoki","400","04/02/2024"
"Western","RUTSIRO","Nkora","Amashaza","2500","04/02/2024"
"Western","RUTSIRO","Nkora","Imyumbati","450","04/02/2024"
"Western","RUTSIRO","Nkora","inshyushyu","400","04/02/2024"
"Western","RUTSIRO","Nkora","Indimu","1000","04/02/2024"
"Western","RUTSIRO","Nkora","Amatunda","1700","04/02/2024"
"Western","RUTSIRO","Nkora","Ibinyomoro","1700","04/02/2024"
"Western","RUTSIRO","Nkora","Imineke","400","04/02/2024"
"Western","RUTSIRO","Nkora","Ibigori","350","04/02/2024"
"Western","RUTSIRO","Nkora","Soya","800","04/02/2024"
"Western","RUTSIRO","Nkora","Ibishyimbo Ibinyarwanda","600","04/02/2024"
"Western","RUTSIRO","Nkora","Ibishyimbo - Mushingiriro","650","04/02/2024"
"Western","RUTSIRO","Nkora","Ibishyimbo Kiryumukwe","700","04/02/2024"
"Western","RUTSIRO","Nkora","Amashu","100","04/02/2024"
"Western","RUTSIRO","Nkora","Dodo","250","04/02/2024"
"Western","RUTSIRO","Nkora","Karoti","400","04/02/2024"
"Western","RUTSIRO","Nkora","ibitunguru-bitukura","1500","04/02/2024"
"Western","RUTSIRO","Nkora","Ibitunguru-umweru","1500","04/02/2024"
"Western","RUTSIRO","Nkora","Inyanya","1000","04/02/2024"
"Western","RUTSIRO","Nkora","inyama-inka-imvange","3800","04/02/2024"
"Western","RUTSIRO","Nkora","Inyama-inka- Iroti","4200","04/02/2024"
"Western","RUTSIRO","Nkora","igi - irinyaRwanda","200","04/02/2024"
"Western","RUTSIRO","Nkora","Igi- Pondeze","170","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama-ihene","5500","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama-ingurube","3500","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama-inka- Iroti","5000","04/02/2024"
"Western","RUSIZI","Kamembe","inyama-inka-imvange","4500","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama - Inkoko - rwanda","5000","04/02/2024"
"Western","RUSIZI","Kamembe","inyama - inkoko - pondezi","4000","04/02/2024"
"Western","RUSIZI","Kamembe","Inyama - Urukwavu","3500","04/02/2024"
"Western","RUSIZI","Kamembe","Ubunyobwa","1800","04/02/2024"
"Western","RUSIZI","Kamembe","igi - irinyaRwanda","250","04/02/2024"
"Western","RUSIZI","Kamembe","Igi- Pondeze","150","04/02/2024"
"Western","RUSIZI","Kamembe","inshyushyu","500","04/02/2024"
"Western","RUSIZI","Kamembe","Amatunda","1500","04/02/2024"
"Western","RUSIZI","Kamembe","Ibinyomoro","1400","04/02/2024"
"Western","RUSIZI","Kamembe","Amacunga","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Imyembe","2000","04/02/2024"
"Western","RUSIZI","Kamembe","Inanasi","300","04/02/2024"
"Western","RUSIZI","Kamembe","Ifi - isambaza","5000","04/02/2024"
"Western","RUSIZI","Kamembe","Ifi- Indagara-umunyu","2200","04/02/2024"
"Western","RUSIZI","Kamembe","IFI - Tomson","3500","04/02/2024"
"Western","RUSIZI","Kamembe","IFI - Tilapia","4200","04/02/2024"
"Western","RUSIZI","Kamembe","Inyanya","1400","04/02/2024"
"Western","RUSIZI","Kamembe","Tungurusumu","3700","04/02/2024"
"Western","RUSIZI","Kamembe","ibitunguru-bitukura","1400","04/02/2024"
"Western","RUSIZI","Kamembe","Ibitunguru-umweru","1500","04/02/2024"
"Western","RUSIZI","Kamembe","Amashu","200","04/02/2024"
"Western","RUSIZI","Kamembe","Karoti","700","04/02/2024"
"Western","RUSIZI","Kamembe","Beterave","1000","04/02/2024"
"Western","RUSIZI","Kamembe","Dodo","400","04/02/2024"
"Western","RUSIZI","Kamembe","Puwaro","1300","04/02/2024"
"Western","RUSIZI","Kamembe","Puwavuro","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Igitoki","400","04/02/2024"
"Western","RUSIZI","Kamembe","Ibijumba","400","04/02/2024"
"Western","RUSIZI","Kamembe","Soya","900","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu-ingano","1300","04/02/2024"
"Western","RUSIZI","Kamembe","Ingano","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu-imyumbati","700","04/02/2024"
"Western","RUSIZI","Kamembe","Amateke","700","04/02/2024"
"Western","RUSIZI","Kamembe","Imyumbati","600","04/02/2024"
"Western","RUSIZI","Kamembe","Imiteja","600","04/02/2024"
"Western","RUSIZI","Kamembe","Urusenda","2000","04/02/2024"
"Western","RUSIZI","Kamembe","Amashaza","2500","04/02/2024"
"Western","RUSIZI","Kamembe","Urunyogwe","2000","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu-amasaka","700","04/02/2024"
"Western","RUSIZI","Kamembe","Amasaka","600","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu - Ibigori - Mugurusu","900","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu - Ibigori - IRABONEYE","800","04/02/2024"
"Western","RUSIZI","Kamembe","Ifu - Ibigori - Gashumba","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Ibigori","450","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Layer Starter Mash","550","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Pre-Layer mash","700","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Layer Grow Mash","520","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Maize Bran","200","04/02/2024"
"Western","RUSIZI","Kamembe","Ibiryo amatungo Pig finisher feed","460","04/02/2024"
"Western","RUSIZI","Kamembe","Ibirayi- Kinigi Grade 2","650","04/02/2024"
"Western","RUSIZI","Kamembe","Ibirayi - Umweru","600","04/02/2024"
"Western","RUSIZI","Kamembe","Ibirayi - Kuruseke","600","04/02/2024"
"Western","RUSIZI","Kamembe","ibirayi - Kirundo","600","04/02/2024"
"Western","RUSIZI","Kamembe","Ibishyimbo Kiryumukwe","700","04/02/2024"
"Western","RUSIZI","Kamembe","Ibishyimbo Ibinyarwanda","500","04/02/2024"
"Western","RUSIZI","Kamembe","Ibishyimbo - Mushingiriro","600","04/02/2024"
"Western","RUSIZI","Kamembe","Ibishyimbo Shyushya","600","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri-RW","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri-Tz","1700","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri - Tz No 2","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri - RW - Kigori","1000","04/02/2024"
"Western","RUSIZI","Kamembe","Umuceri - Rw - Luck rice","1200","04/02/2024"
"Western","RUSIZI","Kamembe","Amavuta ubuto","2100","04/02/2024"
"Western","RUSIZI","Kamembe","Isukari","1800","04/02/2024"
"Western","RUSIZI","Kamembe","Isombe","400","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Isombe","300","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ibirayi- Kinigi","547","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Mandarine","1500","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","ibirayi - Kuruza","550","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Beterave","800","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Imineke","500","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Amatunda","1400","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ibinyomoro","1500","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Konkombure","800","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Igitoki","400","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Umuceri - RW - Kigori","1200","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Umuceri - Tz No 2","1200","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Umuceri-Tz","1600","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Umuceri Thailand","1600","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Umuceri Pakistani","1350","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Umuceri - Umuhinde","1400","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Urusenda","2700","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","inshyushyu","500","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Igi- Pondeze","180","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ifu-imyumbati","1000","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Urunyogwe","1500","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ibishyimbo - Mushingiriro","700","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ibishyimbo Kiryumukwe","700","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ibishyimbo/Mutiki","580","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ibishyimbo Ibinyarwanda","600","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ibishyimbo Shyushya","600","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ifi- Indagara-umunyu","2833","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Amashu","200","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Dodo","300","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Inyanya","1500","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Karoti","600","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Imiteja","700","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ifu-ingano","1350","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ingano","1200","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Amateke","500","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ibijumba","350","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ifu-ibigori","700","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ubunyobwa","1800","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ibigori","327","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Ifu-amasaka","800","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Amasaka","593","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Amakara","8000","04/02/2024"
"Southern","NYAMAGABE","Gasarenda","Avoka","533","04/02/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Imihuhu","3000","04/02/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Inkeri","4000","04/02/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Soya","1467","04/02/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Amavuta ubuto","2133","04/02/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Isukari","1500","04/02/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Imyembe","2000","04/02/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Pome","500","04/02/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","Ifi- Indagara-umunyu","3500","04/02/2024"
"Kigali City","NYARUGENGE","Nyarugenge Modern","IFI - Tomson","2800","04/02/2024"
